"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-12", "1685", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-12", "1686", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-12", "1687", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-12", "1688", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-12", "1689", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:36, result=45423"
"Thread-12", "1690", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:36, value=45423"
"Thread-13", "1691", "ReadWrite1.java:86", "Method Call", " caller=Reader:9#run:9, target=Database:1#read:37"
"Thread-13", "1692", "ReadWrite1.java:48", "Method Entered", " "
"Thread-12", "1693", "ReadWrite1.java:86", "Method Returned", " "
"Thread-12", "1694", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-13", "1695", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-13", "1696", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-13", "1697", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-12", "1698", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-13", "1699", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-12", "1700", "ReadWrite1.java:82", "Variable Write", " context=Reader:8#run:8, i=4"
"Thread-12", "1701", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-13", "1702", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-13", "1703", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-13", "1704", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-13", "1705", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:37, mydata=45423"
"Thread-13", "1706", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-13", "1707", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-13", "1708", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-13", "1709", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-13", "1710", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-13", "1711", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-13", "1712", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:37, result=45423"
"Thread-13", "1713", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:37, value=45423"
"Thread-11", "1714", "ReadWrite1.java:86", "Method Call", " caller=Reader:7#run:7, target=Database:1#read:38"
"Thread-11", "1715", "ReadWrite1.java:48", "Method Entered", " "
"Thread-13", "1716", "ReadWrite1.java:86", "Method Returned", " "
"Thread-13", "1717", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-11", "1718", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-11", "1719", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-11", "1720", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-13", "1721", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-11", "1722", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-13", "1723", "ReadWrite1.java:89", "Line Step", " file=ReadWrite1.java, line=89"
"Thread-11", "1724", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-13", "1725", "ReadWrite1.java:89", "Method Exit", " returner=Reader:9#run:9, value=<void>"
"Thread-11", "1726", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-13", "1727", "ReadWrite1.java:82", "Method Returned", " "
"Thread-11", "1728", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-13", "1729", "SYSTEM", "Thread End", " "
"Thread-11", "1730", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:38, mydata=45423"
"Thread-11", "1731", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-8", "1732", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-8", "1733", "ReadWrite1.java:86", "Field Read", " context=Reader:4, d"
"Thread-11", "1734", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-11", "1735", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-11", "1736", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-11", "1737", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-11", "1738", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-11", "1739", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:38, result=45423"
"Thread-11", "1740", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:38, value=45423"
"Thread-2", "1741", "ReadWrite1.java:105", "Method Call", " caller=Writer:3#run:3, target=Database:1#write:19"
"Thread-2", "1742", "ReadWrite1.java:60", "Method Entered", " "
"Thread-11", "1743", "ReadWrite1.java:86", "Method Returned", " "
"Thread-11", "1744", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-2", "1745", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:19, x=100"
"Thread-2", "1746", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-2", "1747", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-2", "1748", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-11", "1749", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-11", "1750", "ReadWrite1.java:89", "Line Step", " file=ReadWrite1.java, line=89"
"Thread-2", "1751", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-11", "1752", "ReadWrite1.java:89", "Method Exit", " returner=Reader:7#run:7, value=<void>"
"Thread-2", "1753", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-11", "1754", "ReadWrite1.java:82", "Method Returned", " "
"Thread-11", "1755", "SYSTEM", "Thread End", " "
"Thread-2", "1756", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-12", "1757", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-12", "1758", "ReadWrite1.java:86", "Field Read", " context=Reader:8, d"
"Thread-2", "1759", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-2", "1760", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-2", "1761", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=45523"
"Thread-2", "1762", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-2", "1763", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-2", "1764", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-2", "1765", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-2", "1766", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:19, value=<void>"
"Thread-4", "1767", "ReadWrite1.java:105", "Method Call", " caller=Writer:5#run:5, target=Database:1#write:20"
"Thread-2", "1768", "ReadWrite1.java:105", "Method Returned", " "
"Thread-4", "1769", "ReadWrite1.java:60", "Method Entered", " "
"Thread-2", "1770", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-4", "1771", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:20, x=10000"
"Thread-2", "1772", "ReadWrite1.java:107", "Line Step", " file=ReadWrite1.java, line=107"
"Thread-4", "1773", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-2", "1774", "ReadWrite1.java:107", "Method Exit", " returner=Writer:3#run:3, value=<void>"
"Thread-4", "1775", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-2", "1776", "ReadWrite1.java:102", "Method Returned", " "
"Thread-2", "1777", "SYSTEM", "Thread End", " "
"Thread-4", "1778", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-4", "1779", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-4", "1780", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-4", "1781", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-4", "1782", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-4", "1783", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-4", "1784", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=55523"
"Thread-4", "1785", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-4", "1786", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-4", "1787", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-4", "1788", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-4", "1789", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:20, value=<void>"
"Thread-10", "1790", "ReadWrite1.java:86", "Method Call", " caller=Reader:6#run:6, target=Database:1#read:39"
"Thread-10", "1791", "ReadWrite1.java:48", "Method Entered", " "
"Thread-4", "1792", "ReadWrite1.java:105", "Method Returned", " "
"Thread-4", "1793", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-10", "1794", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-4", "1795", "ReadWrite1.java:107", "Line Step", " file=ReadWrite1.java, line=107"
"Thread-10", "1796", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-4", "1797", "ReadWrite1.java:107", "Method Exit", " returner=Writer:5#run:5, value=<void>"
"Thread-10", "1798", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-4", "1799", "ReadWrite1.java:102", "Method Returned", " "
"Thread-4", "1800", "SYSTEM", "Thread End", " "
"Thread-10", "1801", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-10", "1802", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-10", "1803", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-10", "1804", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-10", "1805", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:39, mydata=55523"
"Thread-10", "1806", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-10", "1807", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-10", "1808", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-10", "1809", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-10", "1810", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-10", "1811", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-10", "1812", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:39, result=55523"
"Thread-10", "1813", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:39, value=55523"
"Thread-1", "1814", "ReadWrite1.java:105", "Method Call", " caller=Writer:2#run:2, target=Database:1#write:21"
"Thread-1", "1815", "ReadWrite1.java:60", "Method Entered", " "
"Thread-10", "1816", "ReadWrite1.java:86", "Method Returned", " "
"Thread-1", "1817", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:21, x=10"
"Thread-10", "1818", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-1", "1819", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-1", "1820", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-1", "1821", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-10", "1822", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-1", "1823", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-10", "1824", "ReadWrite1.java:82", "Variable Write", " context=Reader:6#run:6, i=3"
"Thread-10", "1825", "ReadWrite1.java:83", "Line Step", " file=ReadWrite1.java, line=83"
"Thread-1", "1826", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-1", "1827", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-1", "1828", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-1", "1829", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-1", "1830", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=55533"
"Thread-1", "1831", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-1", "1832", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-1", "1833", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-1", "1834", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-1", "1835", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:21, value=<void>"
"Thread-1", "1836", "ReadWrite1.java:105", "Method Returned", " "
"Thread-12", "1837", "ReadWrite1.java:86", "Method Call", " caller=Reader:8#run:8, target=Database:1#read:40"
"Thread-12", "1838", "ReadWrite1.java:48", "Method Entered", " "
"Thread-1", "1839", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-12", "1840", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-1", "1841", "ReadWrite1.java:102", "Variable Write", " context=Writer:2#run:2, i=3"
"Thread-1", "1842", "ReadWrite1.java:103", "Line Step", " file=ReadWrite1.java, line=103"
"Thread-12", "1843", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-12", "1844", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-12", "1845", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-12", "1846", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-12", "1847", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-12", "1848", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-12", "1849", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:40, mydata=55533"
"Thread-12", "1850", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-12", "1851", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-10", "1852", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-12", "1853", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-10", "1854", "ReadWrite1.java:86", "Field Read", " context=Reader:6, d"
"Thread-12", "1855", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-12", "1856", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-12", "1857", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-12", "1858", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:40, result=55533"
"Thread-12", "1859", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:40, value=55533"
"Thread-8", "1860", "ReadWrite1.java:86", "Method Call", " caller=Reader:4#run:4, target=Database:1#read:41"
"Thread-8", "1861", "ReadWrite1.java:48", "Method Entered", " "
"Thread-12", "1862", "ReadWrite1.java:86", "Method Returned", " "
"Thread-12", "1863", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-8", "1864", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-8", "1865", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-8", "1866", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-12", "1867", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-8", "1868", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-12", "1869", "ReadWrite1.java:89", "Line Step", " file=ReadWrite1.java, line=89"
"Thread-8", "1870", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-12", "1871", "ReadWrite1.java:89", "Method Exit", " returner=Reader:8#run:8, value=<void>"
"Thread-12", "1872", "ReadWrite1.java:82", "Method Returned", " "
"Thread-8", "1873", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-12", "1874", "SYSTEM", "Thread End", " "
"Thread-8", "1875", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-8", "1876", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:41, mydata=55533"
"Thread-8", "1877", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-8", "1878", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-8", "1879", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-1", "1880", "ReadWrite1.java:105", "Line Step", " file=ReadWrite1.java, line=105"
"Thread-8", "1881", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-1", "1882", "ReadWrite1.java:105", "Field Read", " context=Writer:2, d"
"Thread-1", "1883", "ReadWrite1.java:105", "Field Read", " context=Writer:2, x"
"Thread-8", "1884", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-8", "1885", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-8", "1886", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:41, result=55533"
"Thread-8", "1887", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:41, value=55533"
"Thread-5", "1888", "ReadWrite1.java:86", "Method Call", " caller=Reader:1#run:1, target=Database:1#read:42"
"Thread-5", "1889", "ReadWrite1.java:48", "Method Entered", " "
"Thread-8", "1890", "ReadWrite1.java:86", "Method Returned", " "
"Thread-8", "1891", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-5", "1892", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-5", "1893", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-5", "1894", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-8", "1895", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-5", "1896", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-8", "1897", "ReadWrite1.java:89", "Line Step", " file=ReadWrite1.java, line=89"
"Thread-8", "1898", "ReadWrite1.java:89", "Method Exit", " returner=Reader:4#run:4, value=<void>"
"Thread-5", "1899", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-8", "1900", "ReadWrite1.java:82", "Method Returned", " "
"Thread-5", "1901", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-8", "1902", "SYSTEM", "Thread End", " "
"Thread-5", "1903", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-5", "1904", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:42, mydata=55533"
"Thread-5", "1905", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-5", "1906", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-5", "1907", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-5", "1908", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-5", "1909", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-5", "1910", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-5", "1911", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:42, result=55533"
"Thread-5", "1912", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:42, value=55533"
"Thread-14", "1913", "ReadWrite1.java:86", "Method Call", " caller=Reader:10#run:10, target=Database:1#read:43"
"Thread-14", "1914", "ReadWrite1.java:48", "Method Entered", " "
"Thread-5", "1915", "ReadWrite1.java:86", "Method Returned", " "
"Thread-5", "1916", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-14", "1917", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-14", "1918", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-14", "1919", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-5", "1920", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-14", "1921", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-5", "1922", "ReadWrite1.java:89", "Line Step", " file=ReadWrite1.java, line=89"
"Thread-14", "1923", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-5", "1924", "ReadWrite1.java:89", "Method Exit", " returner=Reader:1#run:1, value=<void>"
"Thread-14", "1925", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-5", "1926", "ReadWrite1.java:82", "Method Returned", " "
"Thread-14", "1927", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-5", "1928", "SYSTEM", "Thread End", " "
"Thread-14", "1929", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:43, mydata=55533"
"Thread-14", "1930", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-14", "1931", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-14", "1932", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-14", "1933", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-14", "1934", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-14", "1935", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-14", "1936", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:43, result=55533"
"Thread-14", "1937", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:43, value=55533"
"Thread-0", "1938", "ReadWrite1.java:105", "Method Call", " caller=Writer:1#run:1, target=Database:1#write:22"
"Thread-0", "1939", "ReadWrite1.java:60", "Method Entered", " "
"Thread-14", "1940", "ReadWrite1.java:86", "Method Returned", " "
"Thread-0", "1941", "ReadWrite1.java:60", "Variable Write", " context=Database:1#write:22, x=1"
"Thread-14", "1942", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-0", "1943", "ReadWrite1.java:61", "Line Step", " file=ReadWrite1.java, line=61"
"Thread-0", "1944", "ReadWrite1.java:61", "Field Read", " context=Database:1, r"
"Thread-0", "1945", "ReadWrite1.java:61", "Field Read", " context=Database:1, w"
"Thread-14", "1946", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-0", "1947", "ReadWrite1.java:64", "Line Step", " file=ReadWrite1.java, line=64"
"Thread-14", "1948", "ReadWrite1.java:89", "Line Step", " file=ReadWrite1.java, line=89"
"Thread-14", "1949", "ReadWrite1.java:89", "Method Exit", " returner=Reader:10#run:10, value=<void>"
"Thread-0", "1950", "ReadWrite1.java:64", "Field Write", " context=Database:1, w=1"
"Thread-14", "1951", "ReadWrite1.java:82", "Method Returned", " "
"Thread-14", "1952", "SYSTEM", "Thread End", " "
"Thread-0", "1953", "ReadWrite1.java:65", "Line Step", " file=ReadWrite1.java, line=65"
"Thread-0", "1954", "ReadWrite1.java:67", "Line Step", " file=ReadWrite1.java, line=67"
"Thread-0", "1955", "ReadWrite1.java:67", "Field Read", " context=Database:1, data"
"Thread-0", "1956", "ReadWrite1.java:67", "Field Write", " context=Database:1, data=55534"
"Thread-0", "1957", "ReadWrite1.java:68", "Line Step", " file=ReadWrite1.java, line=68"
"Thread-0", "1958", "ReadWrite1.java:68", "Field Write", " context=Database:1, w=0"
"Thread-0", "1959", "ReadWrite1.java:69", "Line Step", " file=ReadWrite1.java, line=69"
"Thread-0", "1960", "ReadWrite1.java:70", "Line Step", " file=ReadWrite1.java, line=70"
"Thread-0", "1961", "ReadWrite1.java:70", "Method Exit", " returner=Database:1#write:22, value=<void>"
"Thread-7", "1962", "ReadWrite1.java:86", "Method Call", " caller=Reader:3#run:3, target=Database:1#read:44"
"Thread-7", "1963", "ReadWrite1.java:48", "Method Entered", " "
"Thread-0", "1964", "ReadWrite1.java:105", "Method Returned", " "
"Thread-0", "1965", "ReadWrite1.java:102", "Line Step", " file=ReadWrite1.java, line=102"
"Thread-7", "1966", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-0", "1967", "ReadWrite1.java:102", "Variable Write", " context=Writer:1#run:1, i=4"
"Thread-0", "1968", "ReadWrite1.java:103", "Line Step", " file=ReadWrite1.java, line=103"
"Thread-7", "1969", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-7", "1970", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-7", "1971", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-7", "1972", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-7", "1973", "ReadWrite1.java:53", "Line Step", " file=ReadWrite1.java, line=53"
"Thread-7", "1974", "ReadWrite1.java:53", "Field Read", " context=Database:1, data"
"Thread-7", "1975", "ReadWrite1.java:53", "Variable Write", " context=Database:1#read:44, mydata=55534"
"Thread-7", "1976", "ReadWrite1.java:54", "Line Step", " file=ReadWrite1.java, line=54"
"Thread-7", "1977", "ReadWrite1.java:55", "Line Step", " file=ReadWrite1.java, line=55"
"Thread-7", "1978", "ReadWrite1.java:55", "Field Read", " context=Database:1, r"
"Thread-7", "1979", "ReadWrite1.java:55", "Field Write", " context=Database:1, r=0"
"Thread-7", "1980", "ReadWrite1.java:56", "Line Step", " file=ReadWrite1.java, line=56"
"Thread-7", "1981", "ReadWrite1.java:57", "Line Step", " file=ReadWrite1.java, line=57"
"Thread-7", "1982", "ReadWrite1.java:57", "Variable Write", " context=Database:1#read:44, result=55534"
"Thread-7", "1983", "ReadWrite1.java:57", "Method Exit", " returner=Database:1#read:44, value=55534"
"Thread-9", "1984", "ReadWrite1.java:86", "Method Call", " caller=Reader:5#run:5, target=Database:1#read:45"
"Thread-9", "1985", "ReadWrite1.java:48", "Method Entered", " "
"Thread-7", "1986", "ReadWrite1.java:86", "Method Returned", " "
"Thread-7", "1987", "ReadWrite1.java:86", "Line Step", " file=ReadWrite1.java, line=86"
"Thread-9", "1988", "ReadWrite1.java:49", "Line Step", " file=ReadWrite1.java, line=49"
"Thread-9", "1989", "ReadWrite1.java:49", "Field Read", " context=Database:1, w"
"Thread-9", "1990", "ReadWrite1.java:52", "Line Step", " file=ReadWrite1.java, line=52"
"Thread-9", "1991", "ReadWrite1.java:52", "Field Read", " context=Database:1, r"
"Thread-7", "1992", "ReadWrite1.java:82", "Line Step", " file=ReadWrite1.java, line=82"
"Thread-9", "1993", "ReadWrite1.java:52", "Field Write", " context=Database:1, r=1"
"Thread-7", "1994", "ReadWrite1.java:82", "Variable Write", " context=Reader:3#run:3, i=3"
